358,1
359,1
360,1
361,1
363,1
364,1
366,1
367,1
368,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
401,2
402,2
403,2
404,2
405,2
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
422,1
423,1
426,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,0
472,2
473,2
474,2
475,2
476,0
477,0
478,0
479,2
480,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,2
490,2
491,2
492,2
493,2
494,2
495,2
496,2
497,2
498,2
499,1
500,1
501,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
523,1
524,0
525,0
526,0
527,2
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,2
539,0
540,2
541,2
542,0
543,0
544,0
545,0
546,0
547,0
548,2
549,0
550,2
551,0
552,0
553,0
554,2
555,2
556,1
557,2
558,1
559,2
560,1
561,1
562,1
563,1
564,1
565,2
566,2
567,2
568,2
569,2
570,2
571,2
572,1
573,1
574,1
575,2
576,1
577,1
578,1
579,1
580,2
581,1
582,1
583,1
584,1
585,2
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,2
619,2
620,1
621,2
622,2
623,2
624,2
625,2
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,2
637,1
638,1
639,1
640,2
641,2
642,2
643,1
644,2
645,2
646,1
647,1
648,1
649,1
650,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,2
671,1
672,1
673,1
674,1
675,2
676,2
677,2
678,1
679,1
680,1
681,1
682,2
683,2
684,2
685,2
686,2
687,2
688,1
689,1
690,1
691,1
692,2
693,2
694,1
695,2
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,2
711,2
712,1
713,1
714,1
715,2
716,1
717,1
718,2
719,1
720,1
721,2
722,1
723,2
724,2
725,2
726,2
728,1
729,2
730,2
731,2
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,2
741,1
742,1
743,1
744,1
746,1
747,1
748,1
749,1
750,1
751,1
752,2
753,1
754,1
755,1
756,1
757,1
758,1
759,2
760,1
761,1
762,1
763,1
764,1
766,1
767,1
768,1
769,1
770,1
771,2
772,1
773,1
774,1
776,1
777,2
778,1
779,1
780,1
782,1
783,1
784,1
785,2
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,2
810,2
811,2
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,2
823,2
824,2
825,2
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
